2025-05-01 18:21:37,982 INFO    MainThread:3732 [wandb_setup.py:_flush():68] Current SDK version is 0.19.1
2025-05-01 18:21:37,983 INFO    MainThread:3732 [wandb_setup.py:_flush():68] Configure stats pid to 3732
2025-05-01 18:21:37,983 INFO    MainThread:3732 [wandb_setup.py:_flush():68] Loading settings from C:\Users\Farjoon\.config\wandb\settings
2025-05-01 18:21:37,983 INFO    MainThread:3732 [wandb_setup.py:_flush():68] Loading settings from C:\Users\Farjoon\Documents\HerbsKeeper\HerbKeeper\wandb\settings
2025-05-01 18:21:37,983 INFO    MainThread:3732 [wandb_setup.py:_flush():68] Loading settings from environment variables
2025-05-01 18:21:37,983 INFO    MainThread:3732 [wandb_init.py:_log_setup():528] Logging user logs to C:\Users\Farjoon\Documents\HerbsKeeper\HerbKeeper\wandb\run-20250501_182137-Herb_Keeper 34\logs\debug.log
2025-05-01 18:21:37,983 INFO    MainThread:3732 [wandb_init.py:_log_setup():529] Logging internal logs to C:\Users\Farjoon\Documents\HerbsKeeper\HerbKeeper\wandb\run-20250501_182137-Herb_Keeper 34\logs\debug-internal.log
2025-05-01 18:21:37,983 INFO    MainThread:3732 [wandb_init.py:init():644] calling init triggers
2025-05-01 18:21:37,983 INFO    MainThread:3732 [wandb_init.py:init():650] wandb.init called with sweep_config: {}
config: {'name': 'Herb_Keeper DDQN 34', 'checkpoint': 'Data/checkpoint34.pth', 'learning_rate': 0.002, 'epochs': 20000, 'start_epoch': 0, 'decay': 0, 'gamma': 0.95, 'batch_size': 128, 'epochs per hat update': 3, 'Model': 'DQN(\n  (linear1): Linear(in_features=35, out_features=64, bias=True)\n  (linear2): Linear(in_features=64, out_features=32, bias=True)\n  (output): Linear(in_features=32, out_features=1, bias=True)\n)', 'device': 'cpu'}
2025-05-01 18:21:37,983 INFO    MainThread:3732 [wandb_init.py:init():680] starting backend
2025-05-01 18:21:37,984 INFO    MainThread:3732 [wandb_init.py:init():684] sending inform_init request
2025-05-01 18:21:37,996 INFO    MainThread:3732 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=spawn, using: spawn
2025-05-01 18:21:37,997 INFO    MainThread:3732 [wandb_init.py:init():697] backend started and connected
2025-05-01 18:21:37,999 INFO    MainThread:3732 [wandb_init.py:init():790] updated telemetry
2025-05-01 18:21:38,037 INFO    MainThread:3732 [wandb_init.py:init():822] communicating run to backend with 90.0 second timeout
2025-05-01 18:21:38,442 INFO    MainThread:3732 [wandb_init.py:init():874] starting run threads in backend
2025-05-01 18:21:38,517 INFO    MainThread:3732 [wandb_run.py:_console_start():2374] atexit reg
2025-05-01 18:21:38,517 INFO    MainThread:3732 [wandb_run.py:_redirect():2224] redirect: wrap_raw
2025-05-01 18:21:38,517 INFO    MainThread:3732 [wandb_run.py:_redirect():2289] Wrapping output streams.
2025-05-01 18:21:38,517 INFO    MainThread:3732 [wandb_run.py:_redirect():2314] Redirects installed.
2025-05-01 18:21:38,520 INFO    MainThread:3732 [wandb_init.py:init():916] run started, returning control to user process
2025-05-01 18:21:38,525 WARNING MsgRouterThr:3732 [router.py:message_loop():75] message_loop has been closed
