2025-05-25 10:56:06,614 INFO    MainThread:14068 [wandb_setup.py:_flush():68] Current SDK version is 0.19.1
2025-05-25 10:56:06,615 INFO    MainThread:14068 [wandb_setup.py:_flush():68] Configure stats pid to 14068
2025-05-25 10:56:06,615 INFO    MainThread:14068 [wandb_setup.py:_flush():68] Loading settings from C:\Users\Farjoon\.config\wandb\settings
2025-05-25 10:56:06,615 INFO    MainThread:14068 [wandb_setup.py:_flush():68] Loading settings from C:\Users\Farjoon\Documents\HerbsKeeper\HerbKeeper\wandb\settings
2025-05-25 10:56:06,615 INFO    MainThread:14068 [wandb_setup.py:_flush():68] Loading settings from environment variables
2025-05-25 10:56:06,615 INFO    MainThread:14068 [wandb_init.py:_log_setup():528] Logging user logs to C:\Users\Farjoon\Documents\HerbsKeeper\HerbKeeper\wandb\run-20250525_105606-Herb_Keeper 62\logs\debug.log
2025-05-25 10:56:06,615 INFO    MainThread:14068 [wandb_init.py:_log_setup():529] Logging internal logs to C:\Users\Farjoon\Documents\HerbsKeeper\HerbKeeper\wandb\run-20250525_105606-Herb_Keeper 62\logs\debug-internal.log
2025-05-25 10:56:06,615 INFO    MainThread:14068 [wandb_init.py:init():644] calling init triggers
2025-05-25 10:56:06,615 INFO    MainThread:14068 [wandb_init.py:init():650] wandb.init called with sweep_config: {}
config: {'name': 'Herb_Keeper DDQN 62', 'checkpoint': 'Data/checkpoint62.pth', 'learning_rate': 5e-05, 'epochs': 20000, 'start_epoch': 0, 'decay': 0, 'gamma': 0.95, 'batch_size': 128, 'epochs per hat update': 3, 'Model': 'DQN(\n  (linear1): Linear(in_features=43, out_features=64, bias=True)\n  (linear2): Linear(in_features=64, out_features=32, bias=True)\n  (output): Linear(in_features=32, out_features=1, bias=True)\n)', 'device': 'cpu'}
2025-05-25 10:56:06,615 INFO    MainThread:14068 [wandb_init.py:init():680] starting backend
2025-05-25 10:56:06,615 INFO    MainThread:14068 [wandb_init.py:init():684] sending inform_init request
2025-05-25 10:56:06,627 INFO    MainThread:14068 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=spawn, using: spawn
2025-05-25 10:56:06,627 INFO    MainThread:14068 [wandb_init.py:init():697] backend started and connected
2025-05-25 10:56:06,628 INFO    MainThread:14068 [wandb_init.py:init():790] updated telemetry
2025-05-25 10:56:06,665 INFO    MainThread:14068 [wandb_init.py:init():822] communicating run to backend with 90.0 second timeout
2025-05-25 10:56:06,985 INFO    MainThread:14068 [wandb_init.py:init():874] starting run threads in backend
2025-05-25 10:56:07,058 INFO    MainThread:14068 [wandb_run.py:_console_start():2374] atexit reg
2025-05-25 10:56:07,059 INFO    MainThread:14068 [wandb_run.py:_redirect():2224] redirect: wrap_raw
2025-05-25 10:56:07,059 INFO    MainThread:14068 [wandb_run.py:_redirect():2289] Wrapping output streams.
2025-05-25 10:56:07,059 INFO    MainThread:14068 [wandb_run.py:_redirect():2314] Redirects installed.
2025-05-25 10:56:07,062 INFO    MainThread:14068 [wandb_init.py:init():916] run started, returning control to user process
2025-05-25 12:09:25,471 WARNING MsgRouterThr:14068 [router.py:message_loop():75] message_loop has been closed
